service_id,date,exception_type
7018519-1111100-19,20200302,1
7018519-1111100-19,20200312,1
7018519-1111100-19,20200313,1
7018519-1111100-19,20200219,1
7018519-1111100-19,20200306,1
7018519-1111100-19,20200305,1
7018519-1111100-19,20200304,1
7018519-1111100-19,20200203,1
7018519-1111100-19,20200309,1
7018519-1111100-19,20200212,1
7018519-1111100-19,20200206,1
7018519-1111100-19,20200207,1
7018519-1111100-19,20200204,1
7018519-1111100-19,20200205,1
7018519-1111100-19,20200224,1
7018519-1111100-19,20200225,1
7018519-1111100-19,20200129,1
7018519-1111100-19,20200227,1
7018519-1111100-19,20200220,1
7018519-1111100-19,20200221,1
7018519-1111100-19,20200130,1
7018519-1111100-19,20200131,1
7018519-1111100-19,20200228,1
7018529-1111100-29,20200226,1
7018529-1111100-29,20200303,1
7018529-1111100-29,20200302,1
7018529-1111100-29,20200306,1
7018529-1111100-29,20200305,1
7018529-1111100-29,20200304,1
7018529-1111100-29,20200203,1
7018529-1111100-29,20200309,1
7018529-1111100-29,20200206,1
7018529-1111100-29,20200207,1
7018529-1111100-29,20200204,1
7018529-1111100-29,20200205,1
7018529-1111100-29,20200224,1
7018529-1111100-29,20200225,1
7018529-1111100-29,20200129,1
7018529-1111100-29,20200227,1
7018529-1111100-29,20200220,1
7018529-1111100-29,20200221,1
7018529-1111100-29,20200127,1
7018529-1111100-29,20200128,1
7018529-1111100-29,20200310,1
7018529-1111100-29,20200311,1
7018529-1111100-29,20200312,1
7018529-1111100-29,20200313,1
7018529-1111100-29,20200219,1
7018529-1111100-29,20200218,1
7018529-1111100-29,20200228,1
7018529-1111100-29,20200211,1
7018529-1111100-29,20200210,1
7018529-1111100-29,20200213,1
7018529-1111100-29,20200212,1
7018529-1111100-29,20200130,1
7018529-1111100-29,20200131,1
70507-1111100-0,20200423,1
70507-1111100-0,20200605,1
70507-1111100-0,20200424,1
70507-1111100-0,20200602,1
70507-1111100-0,20200625,1
70507-1111100-0,20200505,1
70507-1111100-0,20200504,1
70507-1111100-0,20200507,1
70507-1111100-0,20200506,1
70507-1111100-0,20200501,1
70507-1111100-0,20200427,1
70507-1111100-0,20200529,1
70507-1111100-0,20200528,1
70507-1111100-0,20200527,1
70507-1111100-0,20200526,1
70507-1111100-0,20200428,1
70507-1111100-0,20200429,1
70507-1111100-0,20200508,1
70507-1111100-0,20200521,1
70507-1111100-0,20200520,1
70507-1111100-0,20200611,1
70507-1111100-0,20200610,1
70507-1111100-0,20200626,1
70507-1111100-0,20200414,1
70507-1111100-0,20200615,1
70507-1111100-0,20200617,1
70507-1111100-0,20200616,1
70507-1111100-0,20200619,1
70507-1111100-0,20200618,1
70507-1111100-0,20200522,1
70507-1111100-0,20200612,1
70507-1111100-0,20200415,1
70507-1111100-0,20200512,1
70507-1111100-0,20200513,1
70507-1111100-0,20200511,1
70507-1111100-0,20200430,1
70507-1111100-0,20200514,1
70507-1111100-0,20200515,1
70507-1111100-0,20200417,1
70507-1111100-0,20200416,1
70507-1111100-0,20200518,1
70507-1111100-0,20200519,1
70507-1111100-0,20200413,1
70507-1111100-0,20200422,1
70507-1111100-0,20200608,1
70507-1111100-0,20200609,1
70507-1111100-0,20200622,1
70507-1111100-0,20200623,1
70507-1111100-0,20200624,1
70507-1111100-0,20200603,1
70507-1111100-0,20200420,1
70507-1111100-0,20200601,1
70507-1111100-0,20200421,1
70507-1111100-0,20200604,1
70244-0000001-0,20200301,1
70244-0000001-0,20200209,1
70244-0000001-0,20200315,1
70244-0000001-0,20200202,1
70244-0000001-0,20200216,1
70244-0000001-0,20200308,1
70244-0000001-0,20200329,1
70244-0000001-0,20200223,1
70244-0000001-0,20200405,1
70244-0000001-0,20200322,1
70244-0000001-0,20200126,1
70238-1111100-0,20200226,1
70238-1111100-0,20200408,1
70238-1111100-0,20200409,1
70238-1111100-0,20200320,1
70238-1111100-0,20200323,1
70238-1111100-0,20200407,1
70238-1111100-0,20200325,1
70238-1111100-0,20200401,1
70238-1111100-0,20200327,1
70238-1111100-0,20200326,1
70238-1111100-0,20200303,1
70238-1111100-0,20200302,1
70238-1111100-0,20200306,1
70238-1111100-0,20200305,1
70238-1111100-0,20200304,1
70238-1111100-0,20200203,1
70238-1111100-0,20200309,1
70238-1111100-0,20200206,1
70238-1111100-0,20200207,1
70238-1111100-0,20200204,1
70238-1111100-0,20200324,1
70238-1111100-0,20200224,1
70238-1111100-0,20200225,1
70238-1111100-0,20200129,1
70238-1111100-0,20200128,1
70238-1111100-0,20200220,1
70238-1111100-0,20200221,1
70238-1111100-0,20200406,1
70238-1111100-0,20200403,1
70238-1111100-0,20200228,1
70238-1111100-0,20200227,1
70238-1111100-0,20200205,1
70238-1111100-0,20200410,1
70238-1111100-0,20200310,1
70238-1111100-0,20200311,1
70238-1111100-0,20200312,1
70238-1111100-0,20200313,1
70238-1111100-0,20200219,1
70238-1111100-0,20200218,1
70238-1111100-0,20200330,1
70238-1111100-0,20200317,1
70238-1111100-0,20200318,1
70238-1111100-0,20200127,1
70238-1111100-0,20200331,1
70238-1111100-0,20200211,1
70238-1111100-0,20200210,1
70238-1111100-0,20200213,1
70238-1111100-0,20200212,1
70238-1111100-0,20200402,1
70238-1111100-0,20200316,1
70238-1111100-0,20200214,1
70238-1111100-0,20200130,1
70238-1111100-0,20200131,1
70238-1111100-0,20200319,1
70560-0000001-0,20200525,1
70188-0000010-0,20200208,1
70188-0000010-0,20200307,1
70188-0000010-0,20200215,1
70188-0000010-0,20200201,1
70188-0000010-0,20200328,1
70188-0000010-0,20200222,1
70188-0000010-0,20200321,1
70188-0000010-0,20200314,1
70188-0000010-0,20200404,1
70188-0000010-0,20200229,1
70188-0000010-0,20200411,1
701847-1111100-7,20200330,1
701847-1111100-7,20200127,1
701847-1111100-7,20200320,1
701847-1111100-7,20200323,1
701847-1111100-7,20200406,1
701847-1111100-7,20200327,1
701847-1111100-7,20200403,1
701847-1111100-7,20200302,1
701847-1111100-7,20200313,1
701847-1111100-7,20200306,1
701847-1111100-7,20200316,1
701847-1111100-7,20200203,1
701847-1111100-7,20200309,1
701847-1111100-7,20200207,1
701847-1111100-7,20200210,1
701847-1111100-7,20200224,1
701847-1111100-7,20200221,1
701847-1111100-7,20200214,1
701847-1111100-7,20200131,1
701847-1111100-7,20200410,1
701847-1111100-7,20200228,1
701847-1111100-7,20200218,1
70525-1111100-0,20200423,1
70525-1111100-0,20200605,1
70525-1111100-0,20200424,1
70525-1111100-0,20200602,1
70525-1111100-0,20200625,1
70525-1111100-0,20200505,1
70525-1111100-0,20200504,1
70525-1111100-0,20200507,1
70525-1111100-0,20200506,1
70525-1111100-0,20200501,1
70525-1111100-0,20200427,1
70525-1111100-0,20200529,1
70525-1111100-0,20200528,1
70525-1111100-0,20200527,1
70525-1111100-0,20200526,1
70525-1111100-0,20200428,1
70525-1111100-0,20200429,1
70525-1111100-0,20200508,1
70525-1111100-0,20200521,1
70525-1111100-0,20200520,1
70525-1111100-0,20200611,1
70525-1111100-0,20200610,1
70525-1111100-0,20200626,1
70525-1111100-0,20200414,1
70525-1111100-0,20200615,1
70525-1111100-0,20200617,1
70525-1111100-0,20200616,1
70525-1111100-0,20200619,1
70525-1111100-0,20200618,1
70525-1111100-0,20200522,1
70525-1111100-0,20200612,1
70525-1111100-0,20200415,1
70525-1111100-0,20200512,1
70525-1111100-0,20200513,1
70525-1111100-0,20200511,1
70525-1111100-0,20200430,1
70525-1111100-0,20200514,1
70525-1111100-0,20200515,1
70525-1111100-0,20200417,1
70525-1111100-0,20200416,1
70525-1111100-0,20200518,1
70525-1111100-0,20200519,1
70525-1111100-0,20200413,1
70525-1111100-0,20200422,1
70525-1111100-0,20200608,1
70525-1111100-0,20200609,1
70525-1111100-0,20200622,1
70525-1111100-0,20200623,1
70525-1111100-0,20200624,1
70525-1111100-0,20200603,1
70525-1111100-0,20200420,1
70525-1111100-0,20200601,1
70525-1111100-0,20200421,1
70525-1111100-0,20200604,1
70239-0000010-0,20200208,1
70239-0000010-0,20200307,1
70239-0000010-0,20200215,1
70239-0000010-0,20200217,1
70239-0000010-0,20200201,1
70239-0000010-0,20200328,1
70239-0000010-0,20200222,1
70239-0000010-0,20200321,1
70239-0000010-0,20200314,1
70239-0000010-0,20200404,1
70239-0000010-0,20200229,1
70239-0000010-0,20200411,1
70206-0000010-0,20200208,1
70206-0000010-0,20200307,1
70206-0000010-0,20200215,1
70206-0000010-0,20200201,1
70206-0000010-0,20200328,1
70206-0000010-0,20200222,1
70206-0000010-0,20200321,1
70206-0000010-0,20200314,1
70206-0000010-0,20200404,1
70206-0000010-0,20200229,1
70206-0000010-0,20200411,1
70555-0000010-0,20200613,1
70555-0000010-0,20200425,1
70555-0000010-0,20200606,1
70555-0000010-0,20200530,1
70555-0000010-0,20200418,1
70555-0000010-0,20200627,1
70555-0000010-0,20200620,1
70555-0000010-0,20200516,1
70555-0000010-0,20200502,1
70555-0000010-0,20200523,1
70555-0000010-0,20200509,1
70523-1111100-0,20200423,1
70523-1111100-0,20200605,1
70523-1111100-0,20200424,1
70523-1111100-0,20200602,1
70523-1111100-0,20200625,1
70523-1111100-0,20200505,1
70523-1111100-0,20200504,1
70523-1111100-0,20200507,1
70523-1111100-0,20200506,1
70523-1111100-0,20200501,1
70523-1111100-0,20200427,1
70523-1111100-0,20200529,1
70523-1111100-0,20200528,1
70523-1111100-0,20200527,1
70523-1111100-0,20200526,1
70523-1111100-0,20200428,1
70523-1111100-0,20200429,1
70523-1111100-0,20200508,1
70523-1111100-0,20200521,1
70523-1111100-0,20200520,1
70523-1111100-0,20200611,1
70523-1111100-0,20200610,1
70523-1111100-0,20200626,1
70523-1111100-0,20200414,1
70523-1111100-0,20200615,1
70523-1111100-0,20200617,1
70523-1111100-0,20200616,1
70523-1111100-0,20200619,1
70523-1111100-0,20200618,1
70523-1111100-0,20200522,1
70523-1111100-0,20200612,1
70523-1111100-0,20200415,1
70523-1111100-0,20200512,1
70523-1111100-0,20200513,1
70523-1111100-0,20200511,1
70523-1111100-0,20200430,1
70523-1111100-0,20200514,1
70523-1111100-0,20200515,1
70523-1111100-0,20200417,1
70523-1111100-0,20200416,1
70523-1111100-0,20200518,1
70523-1111100-0,20200519,1
70523-1111100-0,20200413,1
70523-1111100-0,20200422,1
70523-1111100-0,20200608,1
70523-1111100-0,20200609,1
70523-1111100-0,20200622,1
70523-1111100-0,20200623,1
70523-1111100-0,20200624,1
70523-1111100-0,20200603,1
70523-1111100-0,20200420,1
70523-1111100-0,20200601,1
70523-1111100-0,20200421,1
70523-1111100-0,20200604,1
70253-0000010-0,20200217,1
70180-0000001-0,20200301,1
70180-0000001-0,20200209,1
70180-0000001-0,20200315,1
70180-0000001-0,20200202,1
70180-0000001-0,20200216,1
70180-0000001-0,20200308,1
70180-0000001-0,20200329,1
70180-0000001-0,20200223,1
70180-0000001-0,20200405,1
70180-0000001-0,20200322,1
70180-0000001-0,20200126,1
70519-0000001-0,20200503,1
70519-0000001-0,20200607,1
70519-0000001-0,20200412,1
70519-0000001-0,20200510,1
70519-0000001-0,20200426,1
70519-0000001-0,20200517,1
70519-0000001-0,20200419,1
70519-0000001-0,20200621,1
70519-0000001-0,20200524,1
70519-0000001-0,20200531,1
70519-0000001-0,20200614,1
70524-1111100-0,20200423,1
70524-1111100-0,20200605,1
70524-1111100-0,20200424,1
70524-1111100-0,20200602,1
70524-1111100-0,20200625,1
70524-1111100-0,20200505,1
70524-1111100-0,20200504,1
70524-1111100-0,20200507,1
70524-1111100-0,20200506,1
70524-1111100-0,20200501,1
70524-1111100-0,20200427,1
70524-1111100-0,20200529,1
70524-1111100-0,20200528,1
70524-1111100-0,20200527,1
70524-1111100-0,20200526,1
70524-1111100-0,20200428,1
70524-1111100-0,20200429,1
70524-1111100-0,20200508,1
70524-1111100-0,20200521,1
70524-1111100-0,20200520,1
70524-1111100-0,20200611,1
70524-1111100-0,20200610,1
70524-1111100-0,20200626,1
70524-1111100-0,20200414,1
70524-1111100-0,20200615,1
70524-1111100-0,20200617,1
70524-1111100-0,20200616,1
70524-1111100-0,20200619,1
70524-1111100-0,20200618,1
70524-1111100-0,20200522,1
70524-1111100-0,20200612,1
70524-1111100-0,20200415,1
70524-1111100-0,20200512,1
70524-1111100-0,20200513,1
70524-1111100-0,20200511,1
70524-1111100-0,20200430,1
70524-1111100-0,20200514,1
70524-1111100-0,20200515,1
70524-1111100-0,20200417,1
70524-1111100-0,20200416,1
70524-1111100-0,20200518,1
70524-1111100-0,20200519,1
70524-1111100-0,20200413,1
70524-1111100-0,20200422,1
70524-1111100-0,20200608,1
70524-1111100-0,20200609,1
70524-1111100-0,20200622,1
70524-1111100-0,20200623,1
70524-1111100-0,20200624,1
70524-1111100-0,20200603,1
70524-1111100-0,20200420,1
70524-1111100-0,20200601,1
70524-1111100-0,20200421,1
70524-1111100-0,20200604,1
70522-1111100-0,20200423,1
70522-1111100-0,20200605,1
70522-1111100-0,20200424,1
70522-1111100-0,20200602,1
70522-1111100-0,20200625,1
70522-1111100-0,20200505,1
70522-1111100-0,20200504,1
70522-1111100-0,20200507,1
70522-1111100-0,20200506,1
70522-1111100-0,20200501,1
70522-1111100-0,20200427,1
70522-1111100-0,20200529,1
70522-1111100-0,20200528,1
70522-1111100-0,20200527,1
70522-1111100-0,20200526,1
70522-1111100-0,20200428,1
70522-1111100-0,20200429,1
70522-1111100-0,20200508,1
70522-1111100-0,20200521,1
70522-1111100-0,20200520,1
70522-1111100-0,20200611,1
70522-1111100-0,20200610,1
70522-1111100-0,20200626,1
70522-1111100-0,20200414,1
70522-1111100-0,20200615,1
70522-1111100-0,20200617,1
70522-1111100-0,20200616,1
70522-1111100-0,20200619,1
70522-1111100-0,20200618,1
70522-1111100-0,20200522,1
70522-1111100-0,20200612,1
70522-1111100-0,20200415,1
70522-1111100-0,20200512,1
70522-1111100-0,20200513,1
70522-1111100-0,20200511,1
70522-1111100-0,20200430,1
70522-1111100-0,20200514,1
70522-1111100-0,20200515,1
70522-1111100-0,20200417,1
70522-1111100-0,20200416,1
70522-1111100-0,20200518,1
70522-1111100-0,20200519,1
70522-1111100-0,20200413,1
70522-1111100-0,20200422,1
70522-1111100-0,20200608,1
70522-1111100-0,20200609,1
70522-1111100-0,20200622,1
70522-1111100-0,20200623,1
70522-1111100-0,20200624,1
70522-1111100-0,20200603,1
70522-1111100-0,20200420,1
70522-1111100-0,20200601,1
70522-1111100-0,20200421,1
70522-1111100-0,20200604,1
62112_merged_14708354,20200216,1
62112_merged_14708354,20200329,1
62112_merged_14708354,20200408,1
62112_merged_14708354,20200409,1
62112_merged_14708354,20200405,1
62112_merged_14708354,20200323,1
62112_merged_14708354,20200322,1
62112_merged_14708354,20200325,1
62112_merged_14708354,20200401,1
62112_merged_14708354,20200402,1
62112_merged_14708354,20200326,1
62112_merged_14708354,20200303,1
62112_merged_14708354,20200302,1
62112_merged_14708354,20200301,1
62112_merged_14708354,20200209,1
62112_merged_14708354,20200316,1
62112_merged_14708354,20200305,1
62112_merged_14708354,20200304,1
62112_merged_14708354,20200202,1
62112_merged_14708354,20200203,1
62112_merged_14708354,20200309,1
62112_merged_14708354,20200308,1
62112_merged_14708354,20200206,1
62112_merged_14708354,20200129,1
62112_merged_14708354,20200204,1
62112_merged_14708354,20200324,1
62112_merged_14708354,20200224,1
62112_merged_14708354,20200225,1
62112_merged_14708354,20200226,1
62112_merged_14708354,20200128,1
62112_merged_14708354,20200220,1
62112_merged_14708354,20200223,1
62112_merged_14708354,20200406,1
62112_merged_14708354,20200127,1
62112_merged_14708354,20200126,1
62112_merged_14708354,20200218,1
62112_merged_14708354,20200407,1
62112_merged_14708354,20200205,1
62112_merged_14708354,20200227,1
62112_merged_14708354,20200310,1
62112_merged_14708354,20200311,1
62112_merged_14708354,20200312,1
62112_merged_14708354,20200219,1
62112_merged_14708354,20200315,1
62112_merged_14708354,20200330,1
62112_merged_14708354,20200331,1
62112_merged_14708354,20200318,1
62112_merged_14708354,20200319,1
62112_merged_14708354,20200217,1
62112_merged_14708354,20200317,1
62112_merged_14708354,20200211,1
62112_merged_14708354,20200210,1
62112_merged_14708354,20200213,1
62112_merged_14708354,20200212,1
62112_merged_14708354,20200130,1
7024221-1111100-21,20200226,1
7024221-1111100-21,20200303,1
7024221-1111100-21,20200302,1
7024221-1111100-21,20200306,1
7024221-1111100-21,20200305,1
7024221-1111100-21,20200304,1
7024221-1111100-21,20200203,1
7024221-1111100-21,20200309,1
7024221-1111100-21,20200206,1
7024221-1111100-21,20200207,1
7024221-1111100-21,20200204,1
7024221-1111100-21,20200205,1
7024221-1111100-21,20200224,1
7024221-1111100-21,20200225,1
7024221-1111100-21,20200129,1
7024221-1111100-21,20200128,1
7024221-1111100-21,20200220,1
7024221-1111100-21,20200221,1
7024221-1111100-21,20200228,1
7024221-1111100-21,20200227,1
7024221-1111100-21,20200310,1
7024221-1111100-21,20200311,1
7024221-1111100-21,20200312,1
7024221-1111100-21,20200313,1
7024221-1111100-21,20200219,1
7024221-1111100-21,20200218,1
7024221-1111100-21,20200127,1
7024221-1111100-21,20200211,1
7024221-1111100-21,20200210,1
7024221-1111100-21,20200213,1
7024221-1111100-21,20200212,1
7024221-1111100-21,20200214,1
7024221-1111100-21,20200130,1
7024221-1111100-21,20200131,1
705079-1111100-9,20200612,1
705079-1111100-9,20200424,1
705079-1111100-9,20200619,1
705079-1111100-9,20200605,1
705079-1111100-9,20200626,1
705079-1111100-9,20200522,1
705079-1111100-9,20200501,1
705079-1111100-9,20200529,1
705079-1111100-9,20200515,1
705079-1111100-9,20200417,1
705079-1111100-9,20200508,1
70358-1111100-0,20200208,1
62113_merged_14708356,20200529,1
62113_merged_14708356,20200425,1
62113_merged_14708356,20200620,1
62113_merged_14708356,20200501,1
62113_merged_14708356,20200424,1
62113_merged_14708356,20200502,1
62113_merged_14708356,20200417,1
62113_merged_14708356,20200627,1
62113_merged_14708356,20200523,1
62113_merged_14708356,20200522,1
62113_merged_14708356,20200613,1
62113_merged_14708356,20200612,1
62113_merged_14708356,20200619,1
62113_merged_14708356,20200509,1
62113_merged_14708356,20200605,1
62113_merged_14708356,20200530,1
62113_merged_14708356,20200626,1
62113_merged_14708356,20200508,1
62113_merged_14708356,20200606,1
62113_merged_14708356,20200418,1
62113_merged_14708356,20200516,1
62113_merged_14708356,20200515,1
70252-0000010-0,20200217,1
70181-1111100-0,20200226,1
70181-1111100-0,20200408,1
70181-1111100-0,20200409,1
70181-1111100-0,20200320,1
70181-1111100-0,20200323,1
70181-1111100-0,20200407,1
70181-1111100-0,20200325,1
70181-1111100-0,20200401,1
70181-1111100-0,20200327,1
70181-1111100-0,20200326,1
70181-1111100-0,20200303,1
70181-1111100-0,20200302,1
70181-1111100-0,20200306,1
70181-1111100-0,20200305,1
70181-1111100-0,20200304,1
70181-1111100-0,20200203,1
70181-1111100-0,20200309,1
70181-1111100-0,20200206,1
70181-1111100-0,20200207,1
70181-1111100-0,20200204,1
70181-1111100-0,20200324,1
70181-1111100-0,20200224,1
70181-1111100-0,20200225,1
70181-1111100-0,20200129,1
70181-1111100-0,20200128,1
70181-1111100-0,20200220,1
70181-1111100-0,20200221,1
70181-1111100-0,20200406,1
70181-1111100-0,20200403,1
70181-1111100-0,20200228,1
70181-1111100-0,20200227,1
70181-1111100-0,20200205,1
70181-1111100-0,20200410,1
70181-1111100-0,20200310,1
70181-1111100-0,20200311,1
70181-1111100-0,20200312,1
70181-1111100-0,20200313,1
70181-1111100-0,20200219,1
70181-1111100-0,20200218,1
70181-1111100-0,20200330,1
70181-1111100-0,20200317,1
70181-1111100-0,20200318,1
70181-1111100-0,20200127,1
70181-1111100-0,20200331,1
70181-1111100-0,20200211,1
70181-1111100-0,20200210,1
70181-1111100-0,20200213,1
70181-1111100-0,20200212,1
70181-1111100-0,20200402,1
70181-1111100-0,20200316,1
70181-1111100-0,20200214,1
70181-1111100-0,20200130,1
70181-1111100-0,20200131,1
70181-1111100-0,20200319,1
70255-1111100-0,20200217,1
70179-0000010-0,20200208,1
70179-0000010-0,20200307,1
70179-0000010-0,20200215,1
70179-0000010-0,20200201,1
70179-0000010-0,20200328,1
70179-0000010-0,20200222,1
70179-0000010-0,20200321,1
70179-0000010-0,20200314,1
70179-0000010-0,20200404,1
70179-0000010-0,20200229,1
70179-0000010-0,20200411,1
7055725-0000001-25,20200607,1
7055725-0000001-25,20200614,1
7055725-0000001-25,20200621,1
70556-0000010-0,20200613,1
70556-0000010-0,20200425,1
70556-0000010-0,20200606,1
70556-0000010-0,20200530,1
70556-0000010-0,20200418,1
70556-0000010-0,20200627,1
70556-0000010-0,20200620,1
70556-0000010-0,20200516,1
70556-0000010-0,20200502,1
70556-0000010-0,20200523,1
70556-0000010-0,20200509,1
62112_merged_14708357,20200419,1
62112_merged_14708357,20200602,1
62112_merged_14708357,20200625,1
62112_merged_14708357,20200505,1
62112_merged_14708357,20200504,1
62112_merged_14708357,20200507,1
62112_merged_14708357,20200506,1
62112_merged_14708357,20200426,1
62112_merged_14708357,20200427,1
62112_merged_14708357,20200503,1
62112_merged_14708357,20200528,1
62112_merged_14708357,20200527,1
62112_merged_14708357,20200526,1
62112_merged_14708357,20200525,1
62112_merged_14708357,20200429,1
62112_merged_14708357,20200428,1
62112_merged_14708357,20200521,1
62112_merged_14708357,20200520,1
62112_merged_14708357,20200611,1
62112_merged_14708357,20200610,1
62112_merged_14708357,20200524,1
62112_merged_14708357,20200615,1
62112_merged_14708357,20200614,1
62112_merged_14708357,20200617,1
62112_merged_14708357,20200616,1
62112_merged_14708357,20200618,1
62112_merged_14708357,20200412,1
62112_merged_14708357,20200415,1
62112_merged_14708357,20200622,1
62112_merged_14708357,20200512,1
62112_merged_14708357,20200513,1
62112_merged_14708357,20200510,1
62112_merged_14708357,20200511,1
62112_merged_14708357,20200430,1
62112_merged_14708357,20200514,1
62112_merged_14708357,20200416,1
62112_merged_14708357,20200518,1
62112_merged_14708357,20200519,1
62112_merged_14708357,20200413,1
62112_merged_14708357,20200531,1
62112_merged_14708357,20200422,1
62112_merged_14708357,20200609,1
62112_merged_14708357,20200608,1
62112_merged_14708357,20200423,1
62112_merged_14708357,20200607,1
62112_merged_14708357,20200414,1
62112_merged_14708357,20200623,1
62112_merged_14708357,20200624,1
62112_merged_14708357,20200603,1
62112_merged_14708357,20200420,1
62112_merged_14708357,20200601,1
62112_merged_14708357,20200421,1
62112_merged_14708357,20200621,1
62112_merged_14708357,20200604,1
62112_merged_14708357,20200517,1
